Country,City,Location/Site,Sampling_date,Trap_type,Green_level,Green_area_coverage,Blue_area_coverage,Temperature_2m,Relative_humidity,Wind_speed_10m,Mosquito_species,Mosquito_abundance,Biodiversity_index
Spain,Barcelona,7,2026-01-09,HumanOdor_CO2,3,70.08,19.22,26.59,96.54,3.3,Anopheles gambiae,21,1.66
Spain,Barcelona,4,2025-03-15,Light_CO2,1,25.66,55.74,22.49,77.48,7.33,Culex pipiens,1,1.52
France,Montpellier,6,2026-02-08,Light_CO2,2,46.18,29.24,32.04,93.63,1.41,Culex pipiens,7,0.76
Netherlands,Utrecht,9,2026-01-09,Light_CO2,4,100.0,14.24,33.65,85.65,2.14,Aedes albopictus,32,1.06
Spain,Barcelona,5,2026-02-08,Light_CO2,1,22.9,29.84,23.28,81.18,6.89,Aedes aegypti,0,0.96
Netherlands,Nijmegen,8,2025-10-11,HumanOdor_CO2,1,23.65,38.02,31.62,69.67,0.25,Aedes aegypti,9,1.56
Netherlands,Utrecht,1,2025-11-10,Light_CO2,1,28.09,34.84,27.11,80.62,3.12,Culex quinquefasciatus,0,1.53
Netherlands,Utrecht,8,2026-01-09,Light_CO2,1,29.37,29.21,25.34,67.72,2.91,Culex pipiens,11,2.47
France,Montpellier,4,2025-09-11,Light_CO2,1,23.84,28.58,26.17,64.24,7.47,Anopheles gambiae,3,0.71
France,Montpellier,4,2025-03-15,Light_CO2,1,23.84,28.58,27.62,75.46,0.07,Aedes aegypti,13,1.65
France,Montpellier,9,2025-07-13,HumanOdor_CO2,4,92.86,16.14,21.99,83.23,2.64,Anopheles gambiae,33,1.36
Netherlands,Utrecht,9,2025-03-15,Light_CO2,4,100.0,14.24,17.33,90.64,1.58,Anopheles gambiae,32,1.05
France,Montpellier,1,2025-10-11,HumanOdor_CO2,1,25.77,41.14,26.42,75.69,7.85,Anopheles gambiae,2,2.35
Netherlands,Nijmegen,5,2025-10-11,HumanOdor_CO2,4,100.0,7.91,18.95,85.38,0.57,Culex pipiens,47,1.17
France,Montpellier,8,2025-12-10,HumanOdor_CO2,1,21.5,47.17,22.02,80.06,6.25,Culex pipiens,0,0.85
France,Montpellier,9,2025-04-14,Light_CO2,4,92.86,16.14,25.36,75.69,3.27,Anopheles gambiae,28,0.96
Spain,Barcelona,1,2026-01-09,HumanOdor_CO2,1,24.35,42.69,31.21,74.62,5.41,Aedes aegypti,11,0.53
Netherlands,Utrecht,6,2025-07-13,Light_CO2,3,70.8,17.25,26.44,85.48,1.73,Culex quinquefasciatus,29,0.94
Spain,Barcelona,3,2025-08-12,HumanOdor_CO2,4,94.45,16.13,27.49,80.43,2.39,Culex pipiens,42,0.78
Netherlands,Utrecht,2,2025-04-14,HumanOdor_CO2,1,29.98,42.65,23.87,84.59,0.52,Culex quinquefasciatus,0,2.43
Netherlands,Utrecht,8,2025-07-13,HumanOdor_CO2,1,29.37,29.21,22.58,76.63,7.53,Aedes albopictus,2,1.3
Netherlands,Nijmegen,7,2025-03-15,HumanOdor_CO2,2,43.07,39.13,22.82,81.65,0.36,Aedes aegypti,10,0.85
Netherlands,Nijmegen,8,2025-05-14,Light_CO2,1,23.65,38.02,21.46,85.18,2.76,Culex quinquefasciatus,4,0.99
Spain,Barcelona,5,2026-02-08,Light_CO2,1,22.9,29.84,23.28,81.18,6.89,Culex quinquefasciatus,2,0.96
France,Montpellier,2,2026-01-09,HumanOdor_CO2,2,51.25,33.14,27.29,78.92,2.16,Aedes albopictus,10,1.7
Netherlands,Utrecht,5,2025-06-13,Light_CO2,3,68.72,23.91,29.17,94.42,6.64,Culex quinquefasciatus,27,2.19
Netherlands,Utrecht,7,2025-12-10,Light_CO2,4,99.0,14.24,20.55,85.26,6.19,Aedes aegypti,43,2.03
Spain,Barcelona,5,2025-08-12,Light_CO2,1,22.9,29.84,23.8,77.82,3.34,Culex quinquefasciatus,0,2.3
Netherlands,Utrecht,7,2025-04-14,Light_CO2,4,99.0,14.24,27.12,73.91,7.38,Aedes aegypti,62,1.9
Netherlands,Utrecht,6,2025-09-11,HumanOdor_CO2,3,70.8,17.25,24.03,78.0,0.34,Anopheles gambiae,25,0.55
Spain,Barcelona,1,2025-06-13,HumanOdor_CO2,1,24.35,42.69,20.09,78.08,3.73,Anopheles gambiae,1,1.6
Netherlands,Nijmegen,7,2025-06-13,Light_CO2,2,43.07,39.13,21.92,90.81,1.2,Culex pipiens,14,1.02
Netherlands,Nijmegen,9,2025-11-10,Light_CO2,2,55.84,34.12,22.95,73.95,3.21,Culex quinquefasciatus,15,0.8
Spain,Barcelona,1,2025-07-13,Light_CO2,1,24.35,42.69,21.61,77.26,1.99,Aedes albopictus,6,1.48
Netherlands,Nijmegen,6,2026-01-09,HumanOdor_CO2,1,19.0,28.52,24.69,83.97,5.11,Culex pipiens,0,2.48
Netherlands,Nijmegen,8,2025-03-15,Light_CO2,1,23.65,38.02,26.6,82.92,7.92,Culex quinquefasciatus,1,1.46
Spain,Barcelona,6,2026-01-09,HumanOdor_CO2,4,97.72,18.77,22.53,87.98,3.67,Culex quinquefasciatus,24,2.0
Netherlands,Nijmegen,4,2025-06-13,Light_CO2,3,77.09,28.93,26.17,85.97,4.99,Culex pipiens,25,2.42
Spain,Barcelona,5,2025-07-13,HumanOdor_CO2,1,22.9,29.84,25.23,83.18,3.29,Aedes albopictus,3,1.93
Netherlands,Nijmegen,2,2025-09-11,Light_CO2,3,70.36,27.8,22.58,83.97,0.46,Culex quinquefasciatus,21,1.71
Netherlands,Utrecht,4,2026-02-08,HumanOdor_CO2,1,17.0,53.86,21.38,71.65,5.02,Culex quinquefasciatus,3,1.27
Netherlands,Utrecht,2,2025-10-11,Light_CO2,1,29.98,42.65,23.38,84.91,5.15,Culex quinquefasciatus,1,2.35
France,Montpellier,5,2025-11-10,Light_CO2,2,57.07,28.25,25.43,70.1,0.85,Culex pipiens,18,1.69
France,Montpellier,7,2025-08-12,Light_CO2,3,76.92,19.01,20.74,79.16,7.54,Aedes albopictus,29,2.22
Netherlands,Utrecht,8,2025-09-11,Light_CO2,1,29.37,29.21,23.36,76.11,2.03,Aedes albopictus,3,0.95
Spain,Barcelona,1,2025-08-12,HumanOdor_CO2,1,24.35,42.69,25.93,80.67,5.42,Culex quinquefasciatus,5,1.95
Netherlands,Nijmegen,1,2025-10-11,HumanOdor_CO2,4,100.0,0.0,21.01,77.77,7.42,Culex quinquefasciatus,36,2.23
Netherlands,Utrecht,8,2025-05-14,HumanOdor_CO2,1,29.37,29.21,28.28,81.15,7.01,Aedes albopictus,4,2.24
Netherlands,Nijmegen,7,2025-04-14,HumanOdor_CO2,2,43.07,39.13,23.67,83.28,5.59,Culex quinquefasciatus,11,0.84
Netherlands,Nijmegen,7,2025-11-10,HumanOdor_CO2,2,43.07,39.13,22.14,78.05,5.82,Culex quinquefasciatus,7,2.38
Netherlands,Nijmegen,5,2026-01-09,HumanOdor_CO2,4,100.0,7.91,27.2,82.06,6.4,Culex pipiens,47,0.61
Netherlands,Utrecht,8,2025-08-12,HumanOdor_CO2,1,29.37,29.21,26.78,67.94,5.46,Aedes albopictus,13,1.15
Netherlands,Utrecht,3,2025-03-15,HumanOdor_CO2,3,81.2,25.86,28.68,92.38,6.32,Culex quinquefasciatus,19,2.01
Spain,Barcelona,3,2025-09-11,HumanOdor_CO2,4,94.45,16.13,23.49,89.78,2.6,Culex quinquefasciatus,34,0.96
Netherlands,Utrecht,4,2025-04-14,Light_CO2,1,17.0,53.86,24.87,72.16,6.65,Aedes albopictus,5,0.62
Netherlands,Utrecht,5,2025-11-10,Light_CO2,3,68.72,23.91,24.94,86.04,1.49,Anopheles gambiae,19,0.89
Netherlands,Nijmegen,9,2025-10-11,HumanOdor_CO2,2,55.84,34.12,27.95,78.78,2.52,Aedes aegypti,13,2.15
Netherlands,Utrecht,2,2025-04-14,HumanOdor_CO2,1,29.98,42.65,23.87,84.59,0.52,Aedes albopictus,1,2.43
Netherlands,Utrecht,7,2025-07-13,Light_CO2,4,99.0,14.24,22.12,74.58,5.48,Anopheles gambiae,35,1.7
Netherlands,Nijmegen,3,2026-01-09,HumanOdor_CO2,4,96.11,0.16,25.19,87.15,5.14,Aedes albopictus,51,0.76
Netherlands,Nijmegen,3,2025-09-11,HumanOdor_CO2,4,96.11,0.16,24.6,92.54,3.09,Culex quinquefasciatus,45,2.3
France,Montpellier,7,2025-12-10,HumanOdor_CO2,3,76.92,19.01,22.39,79.87,1.02,Culex quinquefasciatus,9,0.9
Netherlands,Nijmegen,6,2026-01-09,HumanOdor_CO2,1,19.0,28.52,24.69,83.97,5.11,Aedes aegypti,9,2.48
Netherlands,Nijmegen,8,2025-08-12,HumanOdor_CO2,1,23.65,38.02,22.56,57.36,6.33,Culex pipiens,3,1.96
Netherlands,Utrecht,9,2025-04-14,HumanOdor_CO2,4,100.0,14.24,22.08,87.96,4.83,Aedes albopictus,45,0.81
Spain,Barcelona,2,2025-10-11,Light_CO2,3,78.39,14.41,25.08,90.15,2.54,Culex quinquefasciatus,17,2.49
Netherlands,Nijmegen,1,2026-01-09,HumanOdor_CO2,4,100.0,0.0,20.93,82.27,7.23,Aedes albopictus,48,2.46
Spain,Barcelona,7,2025-04-14,HumanOdor_CO2,3,70.08,19.22,22.37,76.71,5.13,Aedes albopictus,15,2.32
Netherlands,Nijmegen,6,2025-12-10,Light_CO2,1,19.0,28.52,26.77,85.27,5.2,Culex pipiens,3,1.14
Netherlands,Nijmegen,6,2025-06-13,HumanOdor_CO2,1,19.0,28.52,26.96,69.1,3.92,Anopheles gambiae,0,2.15
Netherlands,Nijmegen,5,2025-08-12,HumanOdor_CO2,4,100.0,7.91,19.48,77.83,6.19,Anopheles gambiae,37,1.09
Netherlands,Utrecht,4,2025-09-11,Light_CO2,1,17.0,53.86,22.45,61.55,5.01,Anopheles gambiae,6,1.97
Spain,Barcelona,8,2025-08-12,Light_CO2,3,66.88,15.38,23.67,80.33,4.53,Culex pipiens,8,2.49
Netherlands,Utrecht,7,2025-12-10,Light_CO2,4,99.0,14.24,20.55,85.26,6.19,Culex pipiens,38,2.03
France,Montpellier,9,2025-11-10,Light_CO2,4,92.86,16.14,22.88,92.96,7.88,Anopheles gambiae,30,2.34
Netherlands,Utrecht,5,2026-02-08,Light_CO2,3,68.72,23.91,21.66,75.37,5.72,Culex quinquefasciatus,11,2.1
France,Montpellier,3,2025-10-11,Light_CO2,1,28.87,38.01,28.29,77.03,5.52,Aedes albopictus,2,2.49
France,Montpellier,4,2025-05-14,Light_CO2,1,23.84,28.58,29.72,72.22,3.62,Aedes albopictus,1,0.59
Netherlands,Nijmegen,6,2025-03-15,Light_CO2,1,19.0,28.52,30.01,79.47,6.08,Culex pipiens,2,1.62
Netherlands,Nijmegen,6,2025-04-14,Light_CO2,1,19.0,28.52,24.0,75.1,6.02,Culex quinquefasciatus,2,2.04
Spain,Barcelona,3,2025-03-15,Light_CO2,4,94.45,16.13,22.09,92.8,1.34,Aedes albopictus,54,1.64
Netherlands,Utrecht,4,2025-09-11,Light_CO2,1,17.0,53.86,22.45,61.55,5.01,Aedes albopictus,7,1.97
France,Montpellier,8,2025-07-13,HumanOdor_CO2,1,21.5,47.17,25.26,72.16,1.87,Culex pipiens,9,1.81
Spain,Barcelona,5,2025-05-14,Light_CO2,1,22.9,29.84,15.9,78.78,7.63,Anopheles gambiae,3,1.39
France,Montpellier,8,2025-11-10,Light_CO2,1,21.5,47.17,20.91,82.71,2.21,Aedes albopictus,8,0.85
France,Montpellier,4,2025-12-10,HumanOdor_CO2,1,23.84,28.58,20.34,74.25,6.94,Anopheles gambiae,2,2.38
Netherlands,Utrecht,4,2025-11-10,HumanOdor_CO2,1,17.0,53.86,33.18,91.34,4.41,Aedes albopictus,8,2.38
Spain,Barcelona,4,2026-02-08,Light_CO2,1,25.66,55.74,24.95,81.55,2.38,Culex quinquefasciatus,2,2.39
Netherlands,Utrecht,4,2026-02-08,HumanOdor_CO2,1,17.0,53.86,21.38,71.65,5.02,Anopheles gambiae,2,1.27
Netherlands,Nijmegen,7,2025-04-14,HumanOdor_CO2,2,43.07,39.13,23.67,83.28,5.59,Culex pipiens,8,0.84
Netherlands,Utrecht,9,2025-12-10,Light_CO2,4,100.0,14.24,21.46,86.99,6.93,Culex quinquefasciatus,38,1.4
Spain,Barcelona,1,2025-10-11,Light_CO2,1,24.35,42.69,24.7,61.33,7.88,Culex pipiens,5,0.54
Spain,Barcelona,8,2025-05-14,HumanOdor_CO2,3,66.88,15.38,27.39,67.32,3.71,Aedes albopictus,29,1.16
Netherlands,Nijmegen,5,2026-02-08,Light_CO2,4,100.0,7.91,21.82,82.64,5.96,Aedes aegypti,46,0.62
Netherlands,Utrecht,6,2025-03-15,HumanOdor_CO2,3,70.8,17.25,29.62,86.27,5.16,Aedes aegypti,26,1.94
France,Montpellier,2,2025-09-11,HumanOdor_CO2,2,51.25,33.14,26.82,75.49,0.18,Aedes aegypti,12,1.67
Netherlands,Utrecht,7,2026-01-09,Light_CO2,4,99.0,14.24,19.08,63.97,4.55,Culex quinquefasciatus,46,1.23
Netherlands,Utrecht,1,2025-05-14,HumanOdor_CO2,1,28.09,34.84,24.81,74.56,6.62,Aedes aegypti,2,0.66
France,Montpellier,5,2025-05-14,HumanOdor_CO2,2,57.07,28.25,22.74,73.58,4.23,Culex quinquefasciatus,6,1.16
Netherlands,Utrecht,5,2026-02-08,Light_CO2,3,68.72,23.91,21.66,75.37,5.72,Culex pipiens,21,2.1
Spain,Barcelona,1,2025-05-14,HumanOdor_CO2,1,24.35,42.69,22.62,82.36,0.76,Aedes albopictus,2,0.98
Netherlands,Nijmegen,2,2025-12-10,Light_CO2,3,70.36,27.8,29.76,87.17,6.28,Anopheles gambiae,10,2.34
France,Montpellier,5,2025-05-14,HumanOdor_CO2,2,57.07,28.25,22.74,73.58,4.23,Aedes aegypti,15,1.16
France,Montpellier,2,2025-08-12,Light_CO2,2,51.25,33.14,24.93,82.29,3.69,Aedes albopictus,3,2.4
Spain,Barcelona,6,2025-08-12,Light_CO2,4,97.72,18.77,21.88,88.32,3.11,Culex pipiens,44,1.89
Spain,Barcelona,1,2026-01-09,HumanOdor_CO2,1,24.35,42.69,31.21,74.62,5.41,Culex pipiens,1,0.53
Netherlands,Nijmegen,6,2025-06-13,HumanOdor_CO2,1,19.0,28.52,26.96,69.1,3.92,Culex quinquefasciatus,2,2.15
France,Montpellier,2,2026-02-08,HumanOdor_CO2,2,51.25,33.14,25.75,80.56,3.3,Aedes aegypti,13,0.53
Netherlands,Utrecht,8,2025-04-14,Light_CO2,1,29.37,29.21,23.76,76.91,3.39,Anopheles gambiae,1,1.43
Netherlands,Nijmegen,7,2025-06-13,Light_CO2,2,43.07,39.13,21.92,90.81,1.2,Aedes albopictus,16,1.02
Netherlands,Nijmegen,7,2025-09-11,HumanOdor_CO2,2,43.07,39.13,21.23,68.13,6.42,Culex pipiens,11,0.8
Spain,Barcelona,6,2025-03-15,Light_CO2,4,97.72,18.77,24.0,80.87,0.23,Culex quinquefasciatus,37,0.89
Netherlands,Utrecht,6,2026-01-09,HumanOdor_CO2,3,70.8,17.25,21.47,74.93,7.28,Aedes aegypti,23,1.31
France,Montpellier,1,2025-07-13,HumanOdor_CO2,1,25.77,41.14,20.91,86.72,3.38,Aedes albopictus,16,1.67
Netherlands,Nijmegen,4,2025-07-13,Light_CO2,3,77.09,28.93,22.17,72.4,5.04,Culex quinquefasciatus,19,0.88
Netherlands,Utrecht,8,2025-04-14,Light_CO2,1,29.37,29.21,23.76,76.91,3.39,Culex pipiens,3,1.43
Netherlands,Nijmegen,6,2025-07-13,HumanOdor_CO2,1,19.0,28.52,22.67,79.3,5.59,Culex pipiens,5,1.3
Spain,Barcelona,6,2025-12-10,HumanOdor_CO2,4,97.72,18.77,19.31,80.12,3.84,Aedes albopictus,45,1.52
Netherlands,Utrecht,6,2025-06-13,Light_CO2,3,70.8,17.25,22.75,81.68,1.86,Culex pipiens,22,1.55
Spain,Barcelona,7,2025-09-11,HumanOdor_CO2,3,70.08,19.22,25.4,84.67,0.62,Anopheles gambiae,18,1.38
Netherlands,Utrecht,2,2025-12-10,HumanOdor_CO2,1,29.98,42.65,25.62,92.81,5.43,Aedes albopictus,1,0.65
France,Montpellier,1,2025-07-13,HumanOdor_CO2,1,25.77,41.14,20.91,86.72,3.38,Anopheles gambiae,2,1.67
Netherlands,Utrecht,3,2025-03-15,HumanOdor_CO2,3,81.2,25.86,28.68,92.38,6.32,Culex pipiens,27,2.01
Netherlands,Nijmegen,9,2025-07-13,Light_CO2,2,55.84,34.12,22.7,74.32,5.93,Culex quinquefasciatus,5,1.22
Spain,Barcelona,6,2025-08-12,Light_CO2,4,97.72,18.77,21.88,88.32,3.11,Culex quinquefasciatus,41,1.89
France,Montpellier,9,2025-03-15,HumanOdor_CO2,4,92.86,16.14,30.47,97.3,7.08,Culex pipiens,40,2.38
Netherlands,Nijmegen,7,2025-10-11,Light_CO2,2,43.07,39.13,19.67,62.78,6.82,Culex quinquefasciatus,11,0.96
France,Montpellier,4,2026-01-09,HumanOdor_CO2,1,23.84,28.58,28.75,69.54,1.76,Aedes aegypti,7,1.76
Spain,Barcelona,4,2025-07-13,HumanOdor_CO2,1,25.66,55.74,22.53,93.37,5.82,Aedes albopictus,2,1.44
Netherlands,Utrecht,2,2026-02-08,Light_CO2,1,29.98,42.65,25.84,81.01,1.72,Aedes albopictus,7,1.39
Netherlands,Utrecht,2,2025-06-13,HumanOdor_CO2,1,29.98,42.65,27.74,83.05,2.27,Culex pipiens,9,2.12
Netherlands,Utrecht,9,2025-08-12,HumanOdor_CO2,4,100.0,14.24,22.2,71.02,5.86,Anopheles gambiae,38,2.19
France,Montpellier,8,2026-02-08,HumanOdor_CO2,1,21.5,47.17,21.52,69.66,0.77,Anopheles gambiae,4,1.07
Spain,Barcelona,6,2026-02-08,HumanOdor_CO2,4,97.72,18.77,25.0,73.63,1.63,Anopheles gambiae,38,1.44
Spain,Barcelona,5,2026-01-09,HumanOdor_CO2,1,22.9,29.84,28.77,81.16,6.31,Culex pipiens,5,1.62
Spain,Barcelona,7,2025-05-14,Light_CO2,3,70.08,19.22,27.63,80.7,2.76,Culex quinquefasciatus,18,0.77
Spain,Barcelona,2,2025-12-10,HumanOdor_CO2,3,78.39,14.41,27.25,76.86,4.79,Aedes albopictus,24,1.36
France,Montpellier,4,2025-09-11,Light_CO2,1,23.84,28.58,26.17,64.24,7.47,Aedes albopictus,11,0.71
Netherlands,Nijmegen,4,2025-10-11,HumanOdor_CO2,3,77.09,28.93,26.75,91.02,2.18,Culex pipiens,13,0.59
Spain,Barcelona,3,2025-12-10,Light_CO2,4,94.45,16.13,22.42,78.42,1.85,Culex pipiens,43,0.88
Netherlands,Nijmegen,3,2025-10-11,Light_CO2,4,96.11,0.16,25.96,91.14,4.44,Aedes albopictus,57,1.73
Netherlands,Nijmegen,2,2025-04-14,HumanOdor_CO2,3,70.36,27.8,25.84,77.85,3.72,Aedes albopictus,32,1.47
France,Montpellier,7,2025-03-15,HumanOdor_CO2,3,76.92,19.01,19.07,77.2,3.1,Anopheles gambiae,11,2.1
Netherlands,Nijmegen,1,2025-11-10,HumanOdor_CO2,4,100.0,0.0,22.59,96.84,7.84,Anopheles gambiae,33,1.92
Spain,Barcelona,8,2025-12-10,Light_CO2,3,66.88,15.38,25.95,74.52,4.56,Culex pipiens,23,0.85
France,Montpellier,8,2025-12-10,HumanOdor_CO2,1,21.5,47.17,22.02,80.06,6.25,Anopheles gambiae,1,0.85
Netherlands,Nijmegen,5,2025-09-11,Light_CO2,4,100.0,7.91,22.83,76.39,0.01,Aedes albopictus,39,2.03
Netherlands,Nijmegen,6,2026-01-09,HumanOdor_CO2,1,19.0,28.52,24.69,83.97,5.11,Anopheles gambiae,8,2.48
Spain,Barcelona,9,2025-10-11,Light_CO2,1,22.5,47.58,20.65,73.65,7.83,Aedes aegypti,4,0.88
Spain,Barcelona,8,2025-11-10,HumanOdor_CO2,3,66.88,15.38,22.03,81.15,0.4,Aedes aegypti,24,1.58
France,Montpellier,4,2026-02-08,HumanOdor_CO2,1,23.84,28.58,28.48,78.59,3.55,Culex pipiens,6,1.21
Netherlands,Nijmegen,5,2025-10-11,HumanOdor_CO2,4,100.0,7.91,18.95,85.38,0.57,Anopheles gambiae,32,1.17
Spain,Barcelona,4,2025-08-12,Light_CO2,1,25.66,55.74,21.41,84.91,2.7,Aedes albopictus,12,1.76
France,Montpellier,6,2025-07-13,Light_CO2,2,46.18,29.24,26.21,86.37,5.24,Culex quinquefasciatus,9,2.47
Netherlands,Nijmegen,1,2025-05-14,Light_CO2,4,100.0,0.0,21.82,83.75,1.27,Culex quinquefasciatus,37,1.48
Netherlands,Nijmegen,2,2025-05-14,Light_CO2,3,70.36,27.8,24.78,85.12,5.14,Aedes aegypti,25,1.59
Netherlands,Nijmegen,8,2025-10-11,HumanOdor_CO2,1,23.65,38.02,31.62,69.67,0.25,Culex quinquefasciatus,5,1.56
Spain,Barcelona,6,2025-06-13,HumanOdor_CO2,4,97.72,18.77,23.63,70.28,1.95,Culex pipiens,32,2.01
France,Montpellier,1,2025-09-11,HumanOdor_CO2,1,25.77,41.14,25.52,79.35,4.92,Culex pipiens,5,1.62
Netherlands,Nijmegen,2,2025-03-15,HumanOdor_CO2,3,70.36,27.8,21.67,87.68,6.24,Anopheles gambiae,13,1.14
Spain,Barcelona,5,2025-05-14,Light_CO2,1,22.9,29.84,15.9,78.78,7.63,Culex quinquefasciatus,3,1.39
Spain,Barcelona,1,2025-04-14,Light_CO2,1,24.35,42.69,23.51,75.46,7.99,Aedes albopictus,10,1.08
Spain,Barcelona,8,2025-04-14,Light_CO2,3,66.88,15.38,24.59,88.46,0.08,Aedes albopictus,27,0.53
France,Montpellier,2,2025-12-10,HumanOdor_CO2,2,51.25,33.14,21.55,88.01,5.46,Anopheles gambiae,9,2.04
France,Montpellier,6,2025-10-11,Light_CO2,2,46.18,29.24,25.2,69.68,1.27,Culex quinquefasciatus,5,0.8
France,Montpellier,7,2025-11-10,HumanOdor_CO2,3,76.92,19.01,19.21,101.49,7.12,Aedes aegypti,37,2.36
France,Montpellier,4,2025-08-12,HumanOdor_CO2,1,23.84,28.58,23.95,85.81,2.12,Culex pipiens,5,1.04
Netherlands,Utrecht,2,2025-03-15,Light_CO2,1,29.98,42.65,22.63,75.06,6.02,Aedes aegypti,1,2.27
Netherlands,Utrecht,7,2025-12-10,Light_CO2,4,99.0,14.24,20.55,85.26,6.19,Culex quinquefasciatus,33,2.03
Netherlands,Nijmegen,3,2025-06-13,HumanOdor_CO2,4,96.11,0.16,23.59,88.45,4.62,Culex quinquefasciatus,31,0.74
Netherlands,Nijmegen,8,2026-02-08,Light_CO2,1,23.65,38.02,26.03,78.92,1.58,Aedes aegypti,6,0.94
France,Montpellier,3,2025-12-10,HumanOdor_CO2,1,28.87,38.01,28.33,81.92,4.84,Culex quinquefasciatus,3,1.0
France,Montpellier,7,2025-06-13,HumanOdor_CO2,3,76.92,19.01,22.94,81.23,1.47,Anopheles gambiae,15,1.93
France,Montpellier,4,2025-11-10,Light_CO2,1,23.84,28.58,23.76,67.34,6.53,Aedes aegypti,5,1.37
Spain,Barcelona,5,2025-11-10,HumanOdor_CO2,1,22.9,29.84,26.23,75.65,4.08,Anopheles gambiae,4,2.25
Netherlands,Nijmegen,9,2026-01-09,Light_CO2,2,55.84,34.12,24.86,69.46,5.21,Aedes aegypti,1,1.77
Spain,Barcelona,6,2026-02-08,HumanOdor_CO2,4,97.72,18.77,25.0,73.63,1.63,Aedes albopictus,58,1.44
Netherlands,Utrecht,8,2025-05-14,HumanOdor_CO2,1,29.37,29.21,28.28,81.15,7.01,Anopheles gambiae,1,2.24
Netherlands,Utrecht,8,2025-05-14,HumanOdor_CO2,1,29.37,29.21,28.28,81.15,7.01,Aedes aegypti,6,2.24
Netherlands,Nijmegen,3,2025-06-13,HumanOdor_CO2,4,96.11,0.16,23.59,88.45,4.62,Aedes aegypti,42,0.74
Netherlands,Utrecht,4,2025-08-12,HumanOdor_CO2,1,17.0,53.86,30.62,65.87,4.16,Aedes albopictus,5,1.49
Netherlands,Nijmegen,6,2025-07-13,HumanOdor_CO2,1,19.0,28.52,22.67,79.3,5.59,Anopheles gambiae,3,1.3
Netherlands,Nijmegen,2,2025-05-14,Light_CO2,3,70.36,27.8,24.78,85.12,5.14,Aedes albopictus,26,1.59
Netherlands,Utrecht,8,2025-03-15,HumanOdor_CO2,1,29.37,29.21,23.54,77.47,5.43,Aedes albopictus,8,1.08
Netherlands,Nijmegen,1,2025-09-11,HumanOdor_CO2,4,100.0,0.0,26.37,82.46,6.13,Culex pipiens,40,1.79
France,Montpellier,1,2025-11-10,Light_CO2,1,25.77,41.14,20.97,89.79,1.45,Culex pipiens,5,2.47
Netherlands,Nijmegen,8,2025-12-10,Light_CO2,1,23.65,38.02,23.8,67.62,5.61,Culex quinquefasciatus,1,0.64
Netherlands,Nijmegen,5,2025-04-14,HumanOdor_CO2,4,100.0,7.91,24.28,103.54,3.04,Culex pipiens,36,0.53
Netherlands,Utrecht,1,2025-07-13,HumanOdor_CO2,1,28.09,34.84,25.97,71.05,2.98,Aedes aegypti,3,1.5
Spain,Barcelona,9,2026-01-09,HumanOdor_CO2,1,22.5,47.58,25.1,77.16,3.93,Aedes albopictus,4,2.44
Spain,Barcelona,1,2025-09-11,HumanOdor_CO2,1,24.35,42.69,25.23,71.35,6.81,Aedes aegypti,5,2.04
France,Montpellier,2,2026-01-09,HumanOdor_CO2,2,51.25,33.14,27.29,78.92,2.16,Aedes aegypti,10,1.7
Netherlands,Utrecht,4,2025-06-13,HumanOdor_CO2,1,17.0,53.86,27.63,81.96,1.79,Aedes aegypti,14,1.18
Netherlands,Utrecht,1,2025-12-10,HumanOdor_CO2,1,28.09,34.84,21.23,83.54,1.19,Culex quinquefasciatus,4,1.4
Netherlands,Utrecht,3,2026-01-09,HumanOdor_CO2,3,81.2,25.86,25.09,68.31,2.88,Aedes aegypti,19,2.36
Netherlands,Utrecht,7,2026-01-09,Light_CO2,4,99.0,14.24,19.08,63.97,4.55,Aedes albopictus,69,1.23
France,Montpellier,1,2025-04-14,Light_CO2,1,25.77,41.14,25.71,75.84,6.26,Anopheles gambiae,0,0.94
France,Montpellier,8,2025-04-14,Light_CO2,1,21.5,47.17,27.89,90.2,3.27,Aedes albopictus,1,1.51
Netherlands,Nijmegen,9,2025-03-15,Light_CO2,2,55.84,34.12,23.1,74.57,0.97,Aedes aegypti,16,1.0
France,Montpellier,4,2025-05-14,Light_CO2,1,23.84,28.58,29.72,72.22,3.62,Culex pipiens,5,0.59
Netherlands,Nijmegen,1,2025-12-10,Light_CO2,4,100.0,0.0,23.03,70.77,4.36,Aedes albopictus,58,1.73
France,Montpellier,8,2025-04-14,Light_CO2,1,21.5,47.17,27.89,90.2,3.27,Aedes aegypti,1,1.51
Netherlands,Utrecht,2,2025-05-14,HumanOdor_CO2,1,29.98,42.65,24.04,75.44,1.36,Culex pipiens,2,0.71
France,Montpellier,4,2025-05-14,Light_CO2,1,23.84,28.58,29.72,72.22,3.62,Anopheles gambiae,2,0.59
Spain,Barcelona,5,2025-10-11,HumanOdor_CO2,1,22.9,29.84,26.12,77.13,5.12,Anopheles gambiae,4,1.91
Netherlands,Utrecht,9,2025-09-11,HumanOdor_CO2,4,100.0,14.24,26.36,76.36,1.08,Culex quinquefasciatus,35,1.22
Netherlands,Nijmegen,2,2025-12-10,Light_CO2,3,70.36,27.8,29.76,87.17,6.28,Culex quinquefasciatus,31,2.34
France,Montpellier,5,2025-07-13,Light_CO2,2,57.07,28.25,25.6,70.75,6.55,Aedes albopictus,15,1.63
