"City","Site","Sampling_date","Country","Location.Site","Green_level","Green_area_coverage","Blue_area_coverage","Temperature","Relative_humidity","Wind_speed_10m","Trap_type","Mosquito_species","Mosquito_abundance","Biodiversity_index"
"Montpellier","Site_9",2024-01-01,"France",9,3,50.41,49.84,27.33,52.48,5.44,"HumanOdor_CO2","Culex quinquefasciatus",18,1.37745936912185
"Montpellier","Site_9",2024-01-01,"France",9,3,50.41,49.84,27.33,52.48,5.44,"HumanOdor_CO2","Culex pipiens",16,1.37745936912185
"Barcelona","Site_9",2024-01-01,"Spain",9,2,33.33,19.77,7.35,76.62,4.54,"Light_CO2","Aedes albopictus",20,1.60507444487385
"Barcelona","Site_9",2024-01-01,"Spain",9,2,33.33,19.77,7.35,76.62,4.54,"Light_CO2","Culex quinquefasciatus",19,1.60507444487385
"Barcelona","Site_9",2024-01-01,"Spain",9,2,33.33,19.77,7.35,76.62,4.54,"Light_CO2","Culex pipiens",16,1.60507444487385
"Barcelona","Site_9",2024-01-01,"Spain",9,2,33.33,19.77,7.35,76.62,4.54,"Light_CO2","Anopheles gambiae",19,1.60507444487385
"Barcelona","Site_9",2024-01-01,"Spain",9,2,33.33,19.77,7.35,76.62,4.54,"Light_CO2","Aedes aegypti",16,1.60507444487385
"Rabat","Site_9",2024-01-01,"Morocco",9,3,30.61,9.22,20.19,82.33,1.65,"Light_CO2","Aedes albopictus",25,1.3810998564513
"Rabat","Site_9",2024-01-01,"Morocco",9,3,30.61,9.22,20.19,82.33,1.65,"Light_CO2","Aedes aegypti",30,1.3810998564513
"Rabat","Site_9",2024-01-01,"Morocco",9,3,30.61,9.22,20.19,82.33,1.65,"Light_CO2","Culex quinquefasciatus",30,1.3810998564513
"Rabat","Site_9",2024-01-01,"Morocco",9,3,30.61,9.22,20.19,82.33,1.65,"Light_CO2","Culex pipiens",24,1.3810998564513
"Casablanca","Site_9",2024-01-01,"Morocco",9,2,29.57,28.02,24.85,83.73,6.35,"HumanOdor_CO2","Culex quinquefasciatus",12,1.09606729844686
"Casablanca","Site_9",2024-01-01,"Morocco",9,2,29.57,28.02,24.85,83.73,6.35,"HumanOdor_CO2","Aedes aegypti",14,1.09606729844686
"Casablanca","Site_9",2024-01-01,"Morocco",9,2,29.57,28.02,24.85,83.73,6.35,"HumanOdor_CO2","Aedes albopictus",14,1.09606729844686
"Utrecht","Site_1",2024-02-01,"Netherlands",1,3,52.06,22.51,16.4,50.34,2.27,"HumanOdor_CO2","Aedes aegypti",17,1.55491406579479
"Utrecht","Site_1",2024-02-01,"Netherlands",1,3,52.06,22.51,16.4,50.34,2.27,"HumanOdor_CO2","Culex pipiens",20,1.55491406579479
"Utrecht","Site_1",2024-02-01,"Netherlands",1,3,52.06,22.51,16.4,50.34,2.27,"HumanOdor_CO2","Anopheles gambiae",22,1.55491406579479
"Utrecht","Site_1",2024-02-01,"Netherlands",1,3,52.06,22.51,16.4,50.34,2.27,"HumanOdor_CO2","Aedes albopictus",24,1.55491406579479
"Utrecht","Site_1",2024-02-01,"Netherlands",1,3,52.06,22.51,16.4,50.34,2.27,"HumanOdor_CO2","Culex quinquefasciatus",8,1.55491406579479
"Nijmegen","Site_1",2024-02-01,"Netherlands",1,1,52.47,13.09,17.2,64.55,1.18,"HumanOdor_CO2","Culex pipiens",9,1.57691190574166
"Nijmegen","Site_1",2024-02-01,"Netherlands",1,1,52.47,13.09,17.2,64.55,1.18,"HumanOdor_CO2","Anopheles gambiae",13,1.57691190574166
"Nijmegen","Site_1",2024-02-01,"Netherlands",1,1,52.47,13.09,17.2,64.55,1.18,"HumanOdor_CO2","Culex quinquefasciatus",11,1.57691190574166
"Nijmegen","Site_1",2024-02-01,"Netherlands",1,1,52.47,13.09,17.2,64.55,1.18,"HumanOdor_CO2","Aedes aegypti",15,1.57691190574166
"Nijmegen","Site_1",2024-02-01,"Netherlands",1,1,52.47,13.09,17.2,64.55,1.18,"HumanOdor_CO2","Aedes albopictus",19,1.57691190574166
"Montpellier","Site_1",2024-02-01,"France",1,3,78.53,43.25,23.37,48.46,1.19,"Light_CO2","Culex quinquefasciatus",29,0.693147160559945
"Montpellier","Site_1",2024-02-01,"France",1,3,78.53,43.25,23.37,48.46,1.19,"Light_CO2","Aedes albopictus",29,0.693147160559945
"Barcelona","Site_1",2024-02-01,"Spain",1,2,70.21,2.62,19.79,67.88,6.31,"Light_CO2","Culex pipiens",16,1.58062441905613
"Barcelona","Site_1",2024-02-01,"Spain",1,2,70.21,2.62,19.79,67.88,6.31,"Light_CO2","Aedes aegypti",28,1.58062441905613
"Barcelona","Site_1",2024-02-01,"Spain",1,2,70.21,2.62,19.79,67.88,6.31,"Light_CO2","Anopheles gambiae",31,1.58062441905613
"Barcelona","Site_1",2024-02-01,"Spain",1,2,70.21,2.62,19.79,67.88,6.31,"Light_CO2","Culex quinquefasciatus",22,1.58062441905613
"Barcelona","Site_1",2024-02-01,"Spain",1,2,70.21,2.62,19.79,67.88,6.31,"Light_CO2","Aedes albopictus",19,1.58062441905613
"Rabat","Site_1",2024-02-01,"Morocco",1,1,53.12,32.42,13.34,87.15,1.31,"Light_CO2","Aedes albopictus",14,1.37748926578062
"Rabat","Site_1",2024-02-01,"Morocco",1,1,53.12,32.42,13.34,87.15,1.31,"Light_CO2","Culex pipiens",19,1.37748926578062
"Rabat","Site_1",2024-02-01,"Morocco",1,1,53.12,32.42,13.34,87.15,1.31,"Light_CO2","Culex quinquefasciatus",20,1.37748926578062
"Rabat","Site_1",2024-02-01,"Morocco",1,1,53.12,32.42,13.34,87.15,1.31,"Light_CO2","Anopheles gambiae",17,1.37748926578062
"Casablanca","Site_1",2024-02-01,"Morocco",1,2,35.71,19.84,26.53,57.31,5.8,"HumanOdor_CO2","Aedes albopictus",21,1.08707412553776
"Casablanca","Site_1",2024-02-01,"Morocco",1,2,35.71,19.84,26.53,57.31,5.8,"HumanOdor_CO2","Aedes aegypti",21,1.08707412553776
"Casablanca","Site_1",2024-02-01,"Morocco",1,2,35.71,19.84,26.53,57.31,5.8,"HumanOdor_CO2","Culex quinquefasciatus",15,1.08707412553776
"Utrecht","Site_2",2024-02-01,"Netherlands",2,3,74.07,22.43,17.8,88.07,4.84,"Light_CO2","Culex pipiens",33,1.36090292114723
"Utrecht","Site_2",2024-02-01,"Netherlands",2,3,74.07,22.43,17.8,88.07,4.84,"Light_CO2","Culex quinquefasciatus",18,1.36090292114723
"Utrecht","Site_2",2024-02-01,"Netherlands",2,3,74.07,22.43,17.8,88.07,4.84,"Light_CO2","Anopheles gambiae",23,1.36090292114723
"Utrecht","Site_2",2024-02-01,"Netherlands",2,3,74.07,22.43,17.8,88.07,4.84,"Light_CO2","Aedes albopictus",22,1.36090292114723
"Nijmegen","Site_2",2024-02-01,"Netherlands",2,2,38.86,34.78,23.93,87.62,0.56,"HumanOdor_CO2","Aedes aegypti",12,1.58561637017891
"Nijmegen","Site_2",2024-02-01,"Netherlands",2,2,38.86,34.78,23.93,87.62,0.56,"HumanOdor_CO2","Culex quinquefasciatus",13,1.58561637017891
"Nijmegen","Site_2",2024-02-01,"Netherlands",2,2,38.86,34.78,23.93,87.62,0.56,"HumanOdor_CO2","Culex pipiens",20,1.58561637017891
"Nijmegen","Site_2",2024-02-01,"Netherlands",2,2,38.86,34.78,23.93,87.62,0.56,"HumanOdor_CO2","Aedes albopictus",11,1.58561637017891
"Nijmegen","Site_2",2024-02-01,"Netherlands",2,2,38.86,34.78,23.93,87.62,0.56,"HumanOdor_CO2","Anopheles gambiae",14,1.58561637017891
"Montpellier","Site_2",2024-02-01,"France",2,1,73.57,6.62,24.06,60.51,5.11,"Light_CO2","Culex pipiens",15,0.686210692242764
"Montpellier","Site_2",2024-02-01,"France",2,1,73.57,6.62,24.06,60.51,5.11,"Light_CO2","Aedes albopictus",19,0.686210692242764
"Barcelona","Site_2",2024-02-01,"Spain",2,1,6.98,38.22,29.61,72.02,4.57,"HumanOdor_CO2","Culex quinquefasciatus",11,0.681265709663204
"Barcelona","Site_2",2024-02-01,"Spain",2,1,6.98,38.22,29.61,72.02,4.57,"HumanOdor_CO2","Culex pipiens",15,0.681265709663204
"Rabat","Site_2",2024-02-01,"Morocco",2,3,30.65,20.73,22.98,89.44,4.02,"HumanOdor_CO2","Culex quinquefasciatus",18,1.05113592094684
"Rabat","Site_2",2024-02-01,"Morocco",2,3,30.65,20.73,22.98,89.44,4.02,"HumanOdor_CO2","Culex pipiens",12,1.05113592094684
"Rabat","Site_2",2024-02-01,"Morocco",2,3,30.65,20.73,22.98,89.44,4.02,"HumanOdor_CO2","Aedes aegypti",26,1.05113592094684
"Casablanca","Site_2",2024-02-01,"Morocco",2,3,24.21,29.57,25.33,84.29,4.4,"HumanOdor_CO2","Anopheles gambiae",12,1.57395476366398
"Casablanca","Site_2",2024-02-01,"Morocco",2,3,24.21,29.57,25.33,84.29,4.4,"HumanOdor_CO2","Culex pipiens",23,1.57395476366398
"Casablanca","Site_2",2024-02-01,"Morocco",2,3,24.21,29.57,25.33,84.29,4.4,"HumanOdor_CO2","Culex quinquefasciatus",17,1.57395476366398
"Casablanca","Site_2",2024-02-01,"Morocco",2,3,24.21,29.57,25.33,84.29,4.4,"HumanOdor_CO2","Aedes aegypti",23,1.57395476366398
"Casablanca","Site_2",2024-02-01,"Morocco",2,3,24.21,29.57,25.33,84.29,4.4,"HumanOdor_CO2","Aedes albopictus",27,1.57395476366398
"Utrecht","Site_3",2024-02-01,"Netherlands",3,2,63.28,22.48,27.7,88.58,1.84,"Light_CO2","Culex pipiens",22,1.35009135185779
"Utrecht","Site_3",2024-02-01,"Netherlands",3,2,63.28,22.48,27.7,88.58,1.84,"Light_CO2","Aedes aegypti",14,1.35009135185779
"Utrecht","Site_3",2024-02-01,"Netherlands",3,2,63.28,22.48,27.7,88.58,1.84,"Light_CO2","Culex quinquefasciatus",30,1.35009135185779
"Utrecht","Site_3",2024-02-01,"Netherlands",3,2,63.28,22.48,27.7,88.58,1.84,"Light_CO2","Anopheles gambiae",27,1.35009135185779
"Nijmegen","Site_3",2024-02-01,"Netherlands",3,1,27.2,3.61,19.97,55.81,5.19,"HumanOdor_CO2","Aedes albopictus",14,1.59074146037164
"Nijmegen","Site_3",2024-02-01,"Netherlands",3,1,27.2,3.61,19.97,55.81,5.19,"HumanOdor_CO2","Culex quinquefasciatus",12,1.59074146037164
"Nijmegen","Site_3",2024-02-01,"Netherlands",3,1,27.2,3.61,19.97,55.81,5.19,"HumanOdor_CO2","Aedes aegypti",19,1.59074146037164
"Nijmegen","Site_3",2024-02-01,"Netherlands",3,1,27.2,3.61,19.97,55.81,5.19,"HumanOdor_CO2","Culex pipiens",15,1.59074146037164
"Nijmegen","Site_3",2024-02-01,"Netherlands",3,1,27.2,3.61,19.97,55.81,5.19,"HumanOdor_CO2","Anopheles gambiae",11,1.59074146037164
"Montpellier","Site_3",2024-02-01,"France",3,2,24.31,24.44,13.72,63.63,4.2,"HumanOdor_CO2","Anopheles gambiae",19,0.68946917977516
"Montpellier","Site_3",2024-02-01,"France",3,2,24.31,24.44,13.72,63.63,4.2,"HumanOdor_CO2","Aedes albopictus",16,0.68946917977516
"Barcelona","Site_3",2024-02-01,"Spain",3,3,40.35,13.72,22.71,80.64,1.37,"HumanOdor_CO2","Aedes albopictus",20,0.692012944831874
"Barcelona","Site_3",2024-02-01,"Spain",3,3,40.35,13.72,22.71,80.64,1.37,"HumanOdor_CO2","Culex pipiens",22,0.692012944831874
"Rabat","Site_3",2024-02-01,"Morocco",3,2,10.27,47.43,28.63,50.39,1.18,"HumanOdor_CO2","Culex pipiens",12,1.54526218268734
"Rabat","Site_3",2024-02-01,"Morocco",3,2,10.27,47.43,28.63,50.39,1.18,"HumanOdor_CO2","Culex quinquefasciatus",15,1.54526218268734
"Rabat","Site_3",2024-02-01,"Morocco",3,2,10.27,47.43,28.63,50.39,1.18,"HumanOdor_CO2","Aedes aegypti",30,1.54526218268734
"Rabat","Site_3",2024-02-01,"Morocco",3,2,10.27,47.43,28.63,50.39,1.18,"HumanOdor_CO2","Aedes albopictus",16,1.54526218268734
"Rabat","Site_3",2024-02-01,"Morocco",3,2,10.27,47.43,28.63,50.39,1.18,"HumanOdor_CO2","Anopheles gambiae",13,1.54526218268734
"Casablanca","Site_3",2024-02-01,"Morocco",3,1,21.99,4.43,14.97,48.89,2.87,"Light_CO2","Anopheles gambiae",20,1.37050234991891
"Casablanca","Site_3",2024-02-01,"Morocco",3,1,21.99,4.43,14.97,48.89,2.87,"Light_CO2","Culex quinquefasciatus",16,1.37050234991891
"Casablanca","Site_3",2024-02-01,"Morocco",3,1,21.99,4.43,14.97,48.89,2.87,"Light_CO2","Aedes aegypti",16,1.37050234991891
"Casablanca","Site_3",2024-02-01,"Morocco",3,1,21.99,4.43,14.97,48.89,2.87,"Light_CO2","Aedes albopictus",12,1.37050234991891
"Utrecht","Site_4",2024-02-01,"Netherlands",4,3,13.61,17.46,27.06,52.52,0.74,"HumanOdor_CO2","Aedes aegypti",18,1.35741059173974
"Utrecht","Site_4",2024-02-01,"Netherlands",4,3,13.61,17.46,27.06,52.52,0.74,"HumanOdor_CO2","Culex quinquefasciatus",11,1.35741059173974
"Utrecht","Site_4",2024-02-01,"Netherlands",4,3,13.61,17.46,27.06,52.52,0.74,"HumanOdor_CO2","Aedes albopictus",22,1.35741059173974
"Utrecht","Site_4",2024-02-01,"Netherlands",4,3,13.61,17.46,27.06,52.52,0.74,"HumanOdor_CO2","Anopheles gambiae",16,1.35741059173974
"Nijmegen","Site_4",2024-02-01,"Netherlands",4,3,11,2.28,21.7,47.04,1.25,"HumanOdor_CO2","Culex pipiens",26,1.37107633686694
"Nijmegen","Site_4",2024-02-01,"Netherlands",4,3,11,2.28,21.7,47.04,1.25,"HumanOdor_CO2","Aedes albopictus",18,1.37107633686694
"Nijmegen","Site_4",2024-02-01,"Netherlands",4,3,11,2.28,21.7,47.04,1.25,"HumanOdor_CO2","Aedes aegypti",17,1.37107633686694
"Nijmegen","Site_4",2024-02-01,"Netherlands",4,3,11,2.28,21.7,47.04,1.25,"HumanOdor_CO2","Culex quinquefasciatus",23,1.37107633686694
"Montpellier","Site_4",2024-02-01,"France",4,1,38.07,4.76,22.5,85.98,2.35,"HumanOdor_CO2","Aedes aegypti",7,0.603637231500326
"Montpellier","Site_4",2024-02-01,"France",4,1,38.07,4.76,22.5,85.98,2.35,"HumanOdor_CO2","Culex quinquefasciatus",17,0.603637231500326
"Barcelona","Site_4",2024-02-01,"Spain",4,3,78.68,5.28,20.25,43.12,6.31,"HumanOdor_CO2","Aedes albopictus",11,0.650390620876698
"Barcelona","Site_4",2024-02-01,"Spain",4,3,78.68,5.28,20.25,43.12,6.31,"HumanOdor_CO2","Aedes aegypti",20,0.650390620876698
"Rabat","Site_4",2024-02-01,"Morocco",4,2,77.29,35.13,27.18,75.27,2.54,"Light_CO2","Aedes albopictus",17,1.09578154527575
"Rabat","Site_4",2024-02-01,"Morocco",4,2,77.29,35.13,27.18,75.27,2.54,"Light_CO2","Aedes aegypti",18,1.09578154527575
"Rabat","Site_4",2024-02-01,"Morocco",4,2,77.29,35.13,27.18,75.27,2.54,"Light_CO2","Culex quinquefasciatus",15,1.09578154527575
"Casablanca","Site_4",2024-02-01,"Morocco",4,3,64.82,6.05,29.12,46.07,5.39,"HumanOdor_CO2","Anopheles gambiae",18,1.38438204205173
"Casablanca","Site_4",2024-02-01,"Morocco",4,3,64.82,6.05,29.12,46.07,5.39,"HumanOdor_CO2","Aedes albopictus",19,1.38438204205173
"Casablanca","Site_4",2024-02-01,"Morocco",4,3,64.82,6.05,29.12,46.07,5.39,"HumanOdor_CO2","Aedes aegypti",18,1.38438204205173
"Casablanca","Site_4",2024-02-01,"Morocco",4,3,64.82,6.05,29.12,46.07,5.39,"HumanOdor_CO2","Culex pipiens",16,1.38438204205173
"Utrecht","Site_5",2024-02-01,"Netherlands",5,1,45.63,23.86,29.85,76.98,1.53,"HumanOdor_CO2","Culex quinquefasciatus",15,1.05111165436658
"Utrecht","Site_5",2024-02-01,"Netherlands",5,1,45.63,23.86,29.85,76.98,1.53,"HumanOdor_CO2","Culex pipiens",10,1.05111165436658
"Utrecht","Site_5",2024-02-01,"Netherlands",5,1,45.63,23.86,29.85,76.98,1.53,"HumanOdor_CO2","Aedes albopictus",7,1.05111165436658
"Nijmegen","Site_5",2024-02-01,"Netherlands",5,3,39.18,16.63,17.16,78.36,3.94,"HumanOdor_CO2","Culex pipiens",18,1.38014255611059
"Nijmegen","Site_5",2024-02-01,"Netherlands",5,3,39.18,16.63,17.16,78.36,3.94,"HumanOdor_CO2","Anopheles gambiae",20,1.38014255611059
"Nijmegen","Site_5",2024-02-01,"Netherlands",5,3,39.18,16.63,17.16,78.36,3.94,"HumanOdor_CO2","Culex quinquefasciatus",16,1.38014255611059
"Nijmegen","Site_5",2024-02-01,"Netherlands",5,3,39.18,16.63,17.16,78.36,3.94,"HumanOdor_CO2","Aedes aegypti",15,1.38014255611059
"Montpellier","Site_5",2024-02-01,"France",5,1,20.83,22.11,25.8,64.75,0.64,"HumanOdor_CO2","Culex pipiens",14,0.690185656018804
"Montpellier","Site_5",2024-02-01,"France",5,1,20.83,22.11,25.8,64.75,0.64,"HumanOdor_CO2","Aedes albopictus",12,0.690185656018804
"Barcelona","Site_5",2024-02-01,"Spain",5,3,22.3,26.06,20.12,87.01,4.56,"Light_CO2","Anopheles gambiae",25,0.686961556597323
"Barcelona","Site_5",2024-02-01,"Spain",5,3,22.3,26.06,20.12,87.01,4.56,"Light_CO2","Aedes aegypti",20,0.686961556597323
"Rabat","Site_5",2024-02-01,"Morocco",5,3,49.33,37.4,17.08,68.63,2.51,"HumanOdor_CO2","Culex quinquefasciatus",17,1.0649932917675
"Rabat","Site_5",2024-02-01,"Morocco",5,3,49.33,37.4,17.08,68.63,2.51,"HumanOdor_CO2","Culex pipiens",9,1.0649932917675
"Rabat","Site_5",2024-02-01,"Morocco",5,3,49.33,37.4,17.08,68.63,2.51,"HumanOdor_CO2","Aedes albopictus",12,1.0649932917675
"Casablanca","Site_5",2024-02-01,"Morocco",5,1,24.37,4.56,23.95,75.28,3.07,"Light_CO2","Culex quinquefasciatus",14,0.681624413624784
"Casablanca","Site_5",2024-02-01,"Morocco",5,1,24.37,4.56,23.95,75.28,3.07,"Light_CO2","Aedes albopictus",19,0.681624413624784
"Utrecht","Site_6",2024-02-01,"Netherlands",6,2,61.81,2.09,21.91,55.63,4.72,"Light_CO2","Culex pipiens",17,1.5989542948056
"Utrecht","Site_6",2024-02-01,"Netherlands",6,2,61.81,2.09,21.91,55.63,4.72,"Light_CO2","Anopheles gambiae",23,1.5989542948056
"Utrecht","Site_6",2024-02-01,"Netherlands",6,2,61.81,2.09,21.91,55.63,4.72,"Light_CO2","Culex quinquefasciatus",24,1.5989542948056
"Utrecht","Site_6",2024-02-01,"Netherlands",6,2,61.81,2.09,21.91,55.63,4.72,"Light_CO2","Aedes albopictus",17,1.5989542948056
"Utrecht","Site_6",2024-02-01,"Netherlands",6,2,61.81,2.09,21.91,55.63,4.72,"Light_CO2","Aedes aegypti",21,1.5989542948056
"Nijmegen","Site_6",2024-02-01,"Netherlands",6,2,46.37,24.62,25.96,42.03,2.42,"HumanOdor_CO2","Aedes aegypti",9,1.33255314002532
"Nijmegen","Site_6",2024-02-01,"Netherlands",6,2,46.37,24.62,25.96,42.03,2.42,"HumanOdor_CO2","Aedes albopictus",22,1.33255314002532
"Nijmegen","Site_6",2024-02-01,"Netherlands",6,2,46.37,24.62,25.96,42.03,2.42,"HumanOdor_CO2","Anopheles gambiae",19,1.33255314002532
"Nijmegen","Site_6",2024-02-01,"Netherlands",6,2,46.37,24.62,25.96,42.03,2.42,"HumanOdor_CO2","Culex pipiens",13,1.33255314002532
"Montpellier","Site_6",2024-02-01,"France",6,3,12.32,15.92,30.96,83.59,5.2,"Light_CO2","Anopheles gambiae",28,1.60677860633069
"Montpellier","Site_6",2024-02-01,"France",6,3,12.32,15.92,30.96,83.59,5.2,"Light_CO2","Aedes aegypti",28,1.60677860633069
"Montpellier","Site_6",2024-02-01,"France",6,3,12.32,15.92,30.96,83.59,5.2,"Light_CO2","Culex quinquefasciatus",25,1.60677860633069
"Montpellier","Site_6",2024-02-01,"France",6,3,12.32,15.92,30.96,83.59,5.2,"Light_CO2","Aedes albopictus",30,1.60677860633069
"Montpellier","Site_6",2024-02-01,"France",6,3,12.32,15.92,30.96,83.59,5.2,"Light_CO2","Culex pipiens",31,1.60677860633069
"Barcelona","Site_6",2024-02-01,"Spain",6,1,16.29,4.89,27.18,54.62,3.73,"Light_CO2","Aedes aegypti",26,1.55079160205861
"Barcelona","Site_6",2024-02-01,"Spain",6,1,16.29,4.89,27.18,54.62,3.73,"Light_CO2","Anopheles gambiae",9,1.55079160205861
"Barcelona","Site_6",2024-02-01,"Spain",6,1,16.29,4.89,27.18,54.62,3.73,"Light_CO2","Aedes albopictus",14,1.55079160205861
"Barcelona","Site_6",2024-02-01,"Spain",6,1,16.29,4.89,27.18,54.62,3.73,"Light_CO2","Culex pipiens",15,1.55079160205861
"Barcelona","Site_6",2024-02-01,"Spain",6,1,16.29,4.89,27.18,54.62,3.73,"Light_CO2","Culex quinquefasciatus",15,1.55079160205861
"Rabat","Site_6",2024-02-01,"Morocco",6,2,15.93,23.07,18.52,58.61,6.17,"HumanOdor_CO2","Aedes albopictus",12,1.59432790811731
"Rabat","Site_6",2024-02-01,"Morocco",6,2,15.93,23.07,18.52,58.61,6.17,"HumanOdor_CO2","Aedes aegypti",15,1.59432790811731
"Rabat","Site_6",2024-02-01,"Morocco",6,2,15.93,23.07,18.52,58.61,6.17,"HumanOdor_CO2","Anopheles gambiae",20,1.59432790811731
"Rabat","Site_6",2024-02-01,"Morocco",6,2,15.93,23.07,18.52,58.61,6.17,"HumanOdor_CO2","Culex quinquefasciatus",14,1.59432790811731
"Rabat","Site_6",2024-02-01,"Morocco",6,2,15.93,23.07,18.52,58.61,6.17,"HumanOdor_CO2","Culex pipiens",17,1.59432790811731
"Casablanca","Site_6",2024-02-01,"Morocco",6,2,79.29,27.89,22.7,50.92,1.85,"Light_CO2","Culex pipiens",16,0.668857042374027
"Casablanca","Site_6",2024-02-01,"Morocco",6,2,79.29,27.89,22.7,50.92,1.85,"Light_CO2","Anopheles gambiae",25,0.668857042374027
"Utrecht","Site_7",2024-02-01,"Netherlands",7,2,6.96,36.92,29.07,88.84,3.6,"Light_CO2","Aedes aegypti",23,1.08201029960899
"Utrecht","Site_7",2024-02-01,"Netherlands",7,2,6.96,36.92,29.07,88.84,3.6,"Light_CO2","Anopheles gambiae",22,1.08201029960899
"Utrecht","Site_7",2024-02-01,"Netherlands",7,2,6.96,36.92,29.07,88.84,3.6,"Light_CO2","Aedes albopictus",15,1.08201029960899
"Nijmegen","Site_7",2024-02-01,"Netherlands",7,2,50.51,42.73,27.87,72.76,3.96,"Light_CO2","Culex pipiens",23,1.38024097527811
"Nijmegen","Site_7",2024-02-01,"Netherlands",7,2,50.51,42.73,27.87,72.76,3.96,"Light_CO2","Culex quinquefasciatus",19,1.38024097527811
"Nijmegen","Site_7",2024-02-01,"Netherlands",7,2,50.51,42.73,27.87,72.76,3.96,"Light_CO2","Aedes aegypti",18,1.38024097527811
"Nijmegen","Site_7",2024-02-01,"Netherlands",7,2,50.51,42.73,27.87,72.76,3.96,"Light_CO2","Anopheles gambiae",23,1.38024097527811
"Montpellier","Site_7",2024-02-01,"France",7,1,12.66,21.06,14.08,76.07,6.43,"HumanOdor_CO2","Aedes albopictus",16,1.59299103420003
"Montpellier","Site_7",2024-02-01,"France",7,1,12.66,21.06,14.08,76.07,6.43,"HumanOdor_CO2","Culex quinquefasciatus",10,1.59299103420003
"Montpellier","Site_7",2024-02-01,"France",7,1,12.66,21.06,14.08,76.07,6.43,"HumanOdor_CO2","Culex pipiens",17,1.59299103420003
"Montpellier","Site_7",2024-02-01,"France",7,1,12.66,21.06,14.08,76.07,6.43,"HumanOdor_CO2","Aedes aegypti",15,1.59299103420003
"Montpellier","Site_7",2024-02-01,"France",7,1,12.66,21.06,14.08,76.07,6.43,"HumanOdor_CO2","Anopheles gambiae",17,1.59299103420003
"Barcelona","Site_7",2024-02-01,"Spain",7,1,43.21,35.94,26.73,72.6,2.33,"Light_CO2","Culex quinquefasciatus",20,1.3625357310059
"Barcelona","Site_7",2024-02-01,"Spain",7,1,43.21,35.94,26.73,72.6,2.33,"Light_CO2","Aedes albopictus",11,1.3625357310059
"Barcelona","Site_7",2024-02-01,"Spain",7,1,43.21,35.94,26.73,72.6,2.33,"Light_CO2","Anopheles gambiae",14,1.3625357310059
"Barcelona","Site_7",2024-02-01,"Spain",7,1,43.21,35.94,26.73,72.6,2.33,"Light_CO2","Culex pipiens",14,1.3625357310059
"Rabat","Site_7",2024-02-01,"Morocco",7,1,19.06,9.56,20.3,81.93,4.55,"HumanOdor_CO2","Anopheles gambiae",16,1.57223779776665
"Rabat","Site_7",2024-02-01,"Morocco",7,1,19.06,9.56,20.3,81.93,4.55,"HumanOdor_CO2","Aedes aegypti",20,1.57223779776665
"Rabat","Site_7",2024-02-01,"Morocco",7,1,19.06,9.56,20.3,81.93,4.55,"HumanOdor_CO2","Culex quinquefasciatus",16,1.57223779776665
"Rabat","Site_7",2024-02-01,"Morocco",7,1,19.06,9.56,20.3,81.93,4.55,"HumanOdor_CO2","Aedes albopictus",15,1.57223779776665
"Rabat","Site_7",2024-02-01,"Morocco",7,1,19.06,9.56,20.3,81.93,4.55,"HumanOdor_CO2","Culex pipiens",8,1.57223779776665
"Casablanca","Site_7",2024-02-01,"Morocco",7,1,43.04,43.08,18.87,88.16,3.37,"Light_CO2","Culex quinquefasciatus",15,1.07504023200672
"Casablanca","Site_7",2024-02-01,"Morocco",7,1,43.04,43.08,18.87,88.16,3.37,"Light_CO2","Aedes aegypti",25,1.07504023200672
"Casablanca","Site_7",2024-02-01,"Morocco",7,1,43.04,43.08,18.87,88.16,3.37,"Light_CO2","Culex pipiens",24,1.07504023200672
"Utrecht","Site_8",2024-02-01,"Netherlands",8,2,33.89,32.97,16.49,86.5,3.13,"HumanOdor_CO2","Aedes aegypti",17,1.09745819003956
"Utrecht","Site_8",2024-02-01,"Netherlands",8,2,33.89,32.97,16.49,86.5,3.13,"HumanOdor_CO2","Aedes albopictus",16,1.09745819003956
"Utrecht","Site_8",2024-02-01,"Netherlands",8,2,33.89,32.97,16.49,86.5,3.13,"HumanOdor_CO2","Anopheles gambiae",18,1.09745819003956
"Nijmegen","Site_8",2024-02-01,"Netherlands",8,2,49.15,27.14,20.44,63.26,0.76,"HumanOdor_CO2","Aedes aegypti",7,1.5286422367464
"Nijmegen","Site_8",2024-02-01,"Netherlands",8,2,49.15,27.14,20.44,63.26,0.76,"HumanOdor_CO2","Anopheles gambiae",20,1.5286422367464
"Nijmegen","Site_8",2024-02-01,"Netherlands",8,2,49.15,27.14,20.44,63.26,0.76,"HumanOdor_CO2","Aedes albopictus",11,1.5286422367464
"Nijmegen","Site_8",2024-02-01,"Netherlands",8,2,49.15,27.14,20.44,63.26,0.76,"HumanOdor_CO2","Culex pipiens",8,1.5286422367464
"Nijmegen","Site_8",2024-02-01,"Netherlands",8,2,49.15,27.14,20.44,63.26,0.76,"HumanOdor_CO2","Culex quinquefasciatus",17,1.5286422367464
"Montpellier","Site_8",2024-02-01,"France",8,2,74.06,26.37,25.44,64.06,0.66,"Light_CO2","Culex pipiens",16,1.59469544400223
